Standard,Grade,type,answer_text,questionattemptid,total_rubric_score,Audio Link,Transcription,whisper_words,whisper_segments,whisper_language,Audio Audible,Transcript Acceptable
tx,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739933209656_17766398_1.mp3,144520941,0,https://drive.google.com/file/d/1B9RPZXj82QAwTLPpxWclpH9z5IaXdbUR/view?usp=sharing," Some friends are at an amusement park riding all the roller coasters and eating a lot of yummy food. The roller coasters get higher and higher and they keep having fun. At the end of the day, they decide to go home and enjoy their night together.","[{""word"": ""Some"", ""start"": 0.52, ""end"": 0.74}, {""word"": ""friends"", ""start"": 0.74, ""end"": 1.2}, {""word"": ""are"", ""start"": 1.2, ""end"": 1.4}, {""word"": ""at"", ""start"": 1.4, ""end"": 1.58}, {""word"": ""an"", ""start"": 1.58, ""end"": 2.06}, {""word"": ""amusement"", ""start"": 2.06, ""end"": 2.64}, {""word"": ""park"", ""start"": 2.64, ""end"": 3.2}, {""word"": ""riding"", ""start"": 3.2, ""end"": 3.64}, {""word"": ""all"", ""start"": 3.64, ""end"": 3.96}, {""word"": ""the"", ""start"": 3.96, ""end"": 4.2}, {""word"": ""roller"", ""start"": 4.2, ""end"": 4.56}, {""word"": ""coasters"", ""start"": 4.56, ""end"": 5.28}, {""word"": ""and"", ""start"": 5.28, ""end"": 5.64}, {""word"": ""eating"", ""start"": 5.64, ""end"": 5.92}, {""word"": ""a"", ""start"": 5.92, ""end"": 6.24}, {""word"": ""lot"", ""start"": 6.24, ""end"": 6.36}, {""word"": ""of"", ""start"": 6.36, ""end"": 6.48}, {""word"": ""yummy"", ""start"": 6.48, ""end"": 6.78}, {""word"": ""food."", ""start"": 6.78, ""end"": 7.22}, {""word"": ""The"", ""start"": 8.74, ""end"": 8.88}, {""word"": ""roller"", ""start"": 8.88, ""end"": 9.12}, {""word"": ""coasters"", ""start"": 9.12, ""end"": 9.7}, {""word"": ""get"", ""start"": 9.7, ""end"": 10.14}, {""word"": ""higher"", ""start"": 10.14, ""end"": 10.58}, {""word"": ""and"", ""start"": 10.58, ""end"": 10.82}, {""word"": ""higher"", ""start"": 10.82, ""end"": 11.16}, {""word"": ""and"", ""start"": 11.16, ""end"": 11.48}, {""word"": ""they"", ""start"": 11.48, ""end"": 11.62}, {""word"": ""keep"", ""start"": 11.62, ""end"": 11.88}, {""word"": ""having"", ""start"": 11.88, ""end"": 12.18}, {""word"": ""fun."", ""start"": 12.18, ""end"": 12.74}, {""word"": ""At"", ""start"": 13.18, ""end"": 13.36}, {""word"": ""the"", ""start"": 13.36, ""end"": 13.5}, {""word"": ""end"", ""start"": 13.5, ""end"": 13.62}, {""word"": ""of"", ""start"": 13.62, ""end"": 13.74}, {""word"": ""the"", ""start"": 13.74, ""end"": 13.88}, {""word"": ""day,"", ""start"": 13.88, ""end"": 14.18}, {""word"": ""they"", ""start"": 14.18, ""end"": 14.48}, {""word"": ""decide"", ""start"": 14.48, ""end"": 14.88}, {""word"": ""to"", ""start"": 14.88, ""end"": 15.08}, {""word"": ""go"", ""start"": 15.08, ""end"": 15.26}, {""word"": ""home"", ""start"": 15.26, ""end"": 15.66}, {""word"": ""and"", ""start"": 15.66, ""end"": 16.08}, {""word"": ""enjoy"", ""start"": 16.08, ""end"": 16.58}, {""word"": ""their"", ""start"": 16.58, ""end"": 16.88}, {""word"": ""night"", ""start"": 16.88, ""end"": 17.28}, {""word"": ""together."", ""start"": 17.28, ""end"": 18.18}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.24, ""text"": "" Some friends are at an amusement park riding all the roller coasters and eating a lot of yummy food."", ""tokens"": [50365, 2188, 1855, 366, 412, 364, 39970, 3884, 9546, 439, 264, 15948, 598, 18817, 293, 3936, 257, 688, 295, 18576, 1755, 13, 50727], ""temperature"": 0, ""avg_logprob"": -0.19506958, ""compression_ratio"": 1.556962, ""no_speech_prob"": 1.7278414e-12}, {""id"": 1, ""seek"": 0, ""start"": 8.24, ""end"": 12.66, ""text"": "" The roller coasters get higher and higher and they keep having fun."", ""tokens"": [50777, 440, 15948, 598, 18817, 483, 2946, 293, 2946, 293, 436, 1066, 1419, 1019, 13, 50998], ""temperature"": 0, ""avg_logprob"": -0.19506958, ""compression_ratio"": 1.556962, ""no_speech_prob"": 1.7278414e-12}, {""id"": 2, ""seek"": 0, ""start"": 13.12, ""end"": 17.84, ""text"": "" At the end of the day, they decide to go home and enjoy their night together."", ""tokens"": [51021, 1711, 264, 917, 295, 264, 786, 11, 436, 4536, 281, 352, 1280, 293, 2103, 641, 1818, 1214, 13, 51257], ""temperature"": 0, ""avg_logprob"": -0.19506958, ""compression_ratio"": 1.556962, ""no_speech_prob"": 1.7278414e-12}]",English,Yes,Yes
tx,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1747693144765_24420661_11.mp3,191760679,0,https://drive.google.com/file/d/1Vd3aKQtZ5K4H7YH-U92N1K5heKndgyeU/view?usp=sharing, Joy was reminding to Elena save her money and then buy Chromebook.,"[{""word"": ""Joy"", ""start"": 1.06, ""end"": 1.32}, {""word"": ""was"", ""start"": 1.32, ""end"": 1.6}, {""word"": ""reminding"", ""start"": 1.6, ""end"": 2.12}, {""word"": ""to"", ""start"": 2.12, ""end"": 2.5}, {""word"": ""Elena"", ""start"": 2.5, ""end"": 2.92}, {""word"": ""save"", ""start"": 2.92, ""end"": 3.38}, {""word"": ""her"", ""start"": 3.38, ""end"": 3.62}, {""word"": ""money"", ""start"": 3.62, ""end"": 4.58}, {""word"": ""and"", ""start"": 4.58, ""end"": 5.18}, {""word"": ""then"", ""start"": 5.18, ""end"": 5.5}, {""word"": ""buy"", ""start"": 5.5, ""end"": 6}, {""word"": ""Chromebook."", ""start"": 6, ""end"": 7.04}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 8.24, ""text"": "" Joy was reminding to Elena save her money and then buy Chromebook."", ""tokens"": [50365, 15571, 390, 27639, 281, 39603, 3155, 720, 1460, 293, 550, 2256, 15327, 2939, 13, 50777], ""temperature"": 0, ""avg_logprob"": -0.10603415, ""compression_ratio"": 0.95652175, ""no_speech_prob"": 4.664171e-10}]",English,Yes,Yes
tx,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739556143608_18654865_13.mp3,150341979,0,https://drive.google.com/file/d/1d3pRBQDIj_VQgu40PaNb_V80vam3a6Fd/view?usp=sharing," She wants to buy a computer and, um, in the phone, and the phone party and, and, and, and help you with the program.","[{""word"": ""She"", ""start"": 0.94, ""end"": 1.22}, {""word"": ""wants"", ""start"": 1.22, ""end"": 1.76}, {""word"": ""to"", ""start"": 1.76, ""end"": 2.32}, {""word"": ""buy"", ""start"": 2.32, ""end"": 2.92}, {""word"": ""a"", ""start"": 2.92, ""end"": 3.1}, {""word"": ""computer"", ""start"": 3.1, ""end"": 3.9}, {""word"": ""and,"", ""start"": 3.9, ""end"": 5}, {""word"": ""um,"", ""start"": 5, ""end"": 5.88}, {""word"": ""in"", ""start"": 5.88, ""end"": 6.54}, {""word"": ""the"", ""start"": 6.54, ""end"": 6.94}, {""word"": ""phone,"", ""start"": 6.94, ""end"": 7.36}, {""word"": ""and"", ""start"": 8.94, ""end"": 10.3}, {""word"": ""the"", ""start"": 10.3, ""end"": 10.54}, {""word"": ""phone"", ""start"": 10.54, ""end"": 10.86}, {""word"": ""party"", ""start"": 10.86, ""end"": 11.38}, {""word"": ""and,"", ""start"": 11.38, ""end"": 12.3}, {""word"": ""and,"", ""start"": 12.3, ""end"": 13.42}, {""word"": ""and,"", ""start"": 13.42, ""end"": 15.4}, {""word"": ""and"", ""start"": 15.4, ""end"": 17.48}, {""word"": ""help"", ""start"": 17.48, ""end"": 18.08}, {""word"": ""you"", ""start"": 18.08, ""end"": 18.48}, {""word"": ""with"", ""start"": 18.48, ""end"": 19.22}, {""word"": ""the"", ""start"": 19.22, ""end"": 19.74}, {""word"": ""program."", ""start"": 19.74, ""end"": 20.94}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 9, ""text"": "" She wants to buy a computer and, um, in the phone,"", ""tokens"": [50365, 1240, 2738, 281, 2256, 257, 3820, 293, 11, 1105, 11, 294, 264, 2593, 11, 50815], ""temperature"": 0, ""avg_logprob"": -0.66997045, ""compression_ratio"": 1.3333334, ""no_speech_prob"": 1.1169658e-10}, {""id"": 1, ""seek"": 0, ""start"": 9, ""end"": 21.02, ""text"": "" and the phone party and, and, and, and help you with the program."", ""tokens"": [50815, 293, 264, 2593, 3595, 293, 11, 293, 11, 293, 11, 293, 854, 291, 365, 264, 1461, 13, 51416], ""temperature"": 0, ""avg_logprob"": -0.66997045, ""compression_ratio"": 1.3333334, ""no_speech_prob"": 1.1169658e-10}]",English,No,No
tx,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1741300260093_20752121_3.mp3,163937994,0,https://drive.google.com/file/d/1qBkjWA9Z1GBLtLAWShbc4L2qqdsgobkR/view?usp=sharing, Sally writes live before coming to the National was he loves math and,"[{""word"": ""Sally"", ""start"": 0.02, ""end"": 2.36}, {""word"": ""writes"", ""start"": 2.36, ""end"": 2.88}, {""word"": ""live"", ""start"": 2.88, ""end"": 3.86}, {""word"": ""before"", ""start"": 3.86, ""end"": 4.7}, {""word"": ""coming"", ""start"": 4.7, ""end"": 5.14}, {""word"": ""to"", ""start"": 5.14, ""end"": 5.38}, {""word"": ""the"", ""start"": 5.38, ""end"": 5.66}, {""word"": ""National"", ""start"": 5.66, ""end"": 5.88}, {""word"": ""was"", ""start"": 5.88, ""end"": 6.44}, {""word"": ""he"", ""start"": 6.44, ""end"": 7.42}, {""word"": ""loves"", ""start"": 7.42, ""end"": 11.1}, {""word"": ""math"", ""start"": 11.1, ""end"": 14.7}, {""word"": ""and"", ""start"": 14.7, ""end"": 16.48}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 24.26, ""text"": "" Sally writes live before coming to the National was he loves math and"", ""tokens"": [50365, 26385, 13657, 1621, 949, 1348, 281, 264, 4862, 390, 415, 6752, 5221, 293, 51578], ""temperature"": 0, ""avg_logprob"": -0.66986173, ""compression_ratio"": 0.98571426, ""no_speech_prob"": 4.045865e-10}]",English,Yes,No
tx,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1741713935260_20936116_6.mp3,165251780,0,https://drive.google.com/file/d/1jYN-iyXRe1RKWoHqLC-f0Z5u3iIR8zIS/view?usp=sharing," After signing off for the new ad, she got her phone taken away. And they took it away for a month. Because... She's dumb. Ask.","[{""word"": ""After"", ""start"": 0.36, ""end"": 0.98}, {""word"": ""signing"", ""start"": 0.98, ""end"": 1.48}, {""word"": ""off"", ""start"": 1.48, ""end"": 1.84}, {""word"": ""for"", ""start"": 1.84, ""end"": 2.06}, {""word"": ""the"", ""start"": 2.06, ""end"": 2.24}, {""word"": ""new"", ""start"": 2.24, ""end"": 2.52}, {""word"": ""ad,"", ""start"": 2.52, ""end"": 3.12}, {""word"": ""she"", ""start"": 3.12, ""end"": 3.6}, {""word"": ""got"", ""start"": 3.6, ""end"": 3.86}, {""word"": ""her"", ""start"": 3.86, ""end"": 4.1}, {""word"": ""phone"", ""start"": 4.1, ""end"": 4.62}, {""word"": ""taken"", ""start"": 4.62, ""end"": 5.12}, {""word"": ""away."", ""start"": 5.12, ""end"": 5.68}, {""word"": ""And"", ""start"": 7.86, ""end"": 8.24}, {""word"": ""they"", ""start"": 8.24, ""end"": 9.36}, {""word"": ""took"", ""start"": 9.36, ""end"": 9.64}, {""word"": ""it"", ""start"": 9.64, ""end"": 9.8}, {""word"": ""away"", ""start"": 9.8, ""end"": 10.18}, {""word"": ""for"", ""start"": 10.18, ""end"": 10.48}, {""word"": ""a"", ""start"": 10.48, ""end"": 10.7}, {""word"": ""month."", ""start"": 10.7, ""end"": 11.38}, {""word"": ""Because..."", ""start"": 12.3, ""end"": 13.14}, {""word"": ""She's"", ""start"": 15.8, ""end"": 16.5}, {""word"": ""dumb."", ""start"": 16.5, ""end"": 18}, {""word"": ""Ask."", ""start"": 17.5, ""end"": 18.94}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 6, ""text"": "" After signing off for the new ad, she got her phone taken away."", ""tokens"": [50365, 2381, 13393, 766, 337, 264, 777, 614, 11, 750, 658, 720, 2593, 2726, 1314, 13, 50665], ""temperature"": 0, ""avg_logprob"": -0.46483722, ""compression_ratio"": 1.1775701, ""no_speech_prob"": 2.8182567e-11}, {""id"": 1, ""seek"": 0, ""start"": 8, ""end"": 11, ""text"": "" And they took it away for a month."", ""tokens"": [50765, 400, 436, 1890, 309, 1314, 337, 257, 1618, 13, 50915], ""temperature"": 0, ""avg_logprob"": -0.46483722, ""compression_ratio"": 1.1775701, ""no_speech_prob"": 2.8182567e-11}, {""id"": 2, ""seek"": 0, ""start"": 12, ""end"": 13, ""text"": "" Because..."", ""tokens"": [50965, 1436, 485, 51015], ""temperature"": 0, ""avg_logprob"": -0.46483722, ""compression_ratio"": 1.1775701, ""no_speech_prob"": 2.8182567e-11}, {""id"": 3, ""seek"": 0, ""start"": 16, ""end"": 18, ""text"": "" She's dumb."", ""tokens"": [51165, 1240, 311, 10316, 13, 51265], ""temperature"": 0, ""avg_logprob"": -0.46483722, ""compression_ratio"": 1.1775701, ""no_speech_prob"": 2.8182567e-11}, {""id"": 4, ""seek"": 0, ""start"": 18, ""end"": 19, ""text"": "" Ask."", ""tokens"": [51265, 12320, 13, 51315], ""temperature"": 0, ""avg_logprob"": -0.46483722, ""compression_ratio"": 1.1775701, ""no_speech_prob"": 2.8182567e-11}]",English,Yes,No
tx,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738700752001_16907004_5.mp3,138462237,0,https://drive.google.com/file/d/1ZF3reNnkWETychi0g9FMO9K9mGIcwKQw/view?usp=sharing, Og í ósingjum ekkert var bankinn því.,"[{""word"": ""Og"", ""start"": 1.08, ""end"": 1.38}, {""word"": ""\u00ed"", ""start"": 1.38, ""end"": 1.52}, {""word"": ""\u00f3singjum"", ""start"": 1.52, ""end"": 2.26}, {""word"": ""ekkert"", ""start"": 2.26, ""end"": 2.5}, {""word"": ""var"", ""start"": 2.5, ""end"": 3.44}, {""word"": ""bankinn"", ""start"": 3.44, ""end"": 4.24}, {""word"": ""\u00fev\u00ed."", ""start"": 4.24, ""end"": 5.68}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 5.72, ""text"": "" Og \u00ed \u00f3singjum ekkert var bankinn \u00fev\u00ed."", ""tokens"": [50365, 14883, 18645, 11857, 82, 278, 73, 449, 308, 12809, 911, 1374, 3765, 7729, 43219, 85, 870, 13, 50651], ""temperature"": 0, ""avg_logprob"": -0.85217714, ""compression_ratio"": 0.82, ""no_speech_prob"": 2.5092814e-10}]",Icelandic,No,No
wida,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1737042613218_14069070_2.mp3,114253681,0,https://drive.google.com/file/d/1BqXiyB-l4m1Vth8W8mSPthAyNtEr1CXs/view?usp=sharing, All right.,"[{""word"": ""All"", ""start"": 1.1, ""end"": 1.28}, {""word"": ""right."", ""start"": 1.28, ""end"": 1.5}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.52, ""text"": "" All right."", ""tokens"": [50365, 1057, 558, 13, 50441], ""temperature"": 0, ""avg_logprob"": -0.4931332, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 1.4874683e-11}]",English,Yes,No
wida,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1747701035418_24431096_3.mp3,191841065,0,https://drive.google.com/file/d/1S4y26rdfMm-hKYsYhsbK5kQ85g3pkvff/view?usp=sharing, Numbers and symbols,"[{""word"": ""Numbers"", ""start"": 1.86, ""end"": 2.46}, {""word"": ""and"", ""start"": 2.46, ""end"": 3.5}, {""word"": ""symbols"", ""start"": 3.5, ""end"": 4.6}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.52, ""text"": "" Numbers and symbols"", ""tokens"": [50365, 22592, 1616, 293, 16944, 50741], ""temperature"": 0, ""avg_logprob"": -0.052783567, ""compression_ratio"": 0.7037037, ""no_speech_prob"": 1.678632e-10}]",Icelandic,Yes,Yes
wida,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1740077546432_19310296_2.mp3,154420033,0,https://drive.google.com/file/d/1m5M-misF1Y6JWJ84pU5OsCsZLtB0c3Um/view?usp=sharing," Á browse som sú mustinn, ísl sem mig.","[{""word"": ""\u00c1"", ""start"": 0.54, ""end"": 0.76}, {""word"": ""browse"", ""start"": 0.76, ""end"": 1.06}, {""word"": ""som"", ""start"": 1.06, ""end"": 1.36}, {""word"": ""s\u00fa"", ""start"": 1.36, ""end"": 1.52}, {""word"": ""mustinn,"", ""start"": 1.52, ""end"": 1.74}, {""word"": ""\u00edsl"", ""start"": 1.74, ""end"": 3.1}, {""word"": ""sem"", ""start"": 3.1, ""end"": 3.16}, {""word"": ""mig."", ""start"": 3.16, ""end"": 3.52}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 5.42, ""text"": "" \u00c1 browse som s\u00fa mustinn, \u00edsl sem mig."", ""tokens"": [50365, 24205, 31442, 3307, 33075, 1633, 7729, 11, 18645, 10418, 4361, 6186, 13, 50636], ""temperature"": 1, ""avg_logprob"": -4.2549725, ""compression_ratio"": 0.8333333, ""no_speech_prob"": 8.644164e-09}]",Icelandic,Yes,No
wida,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738944839860_17552094_1.mp3,143113279,0,https://drive.google.com/file/d/13qr1oOZVu-YSKmUdyXH51LVlR0WUsWp4/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0.2, ""end"": 0.28}, {""word"": ""you."", ""start"": 0.28, ""end"": 0.3}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 0.24, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 50377], ""temperature"": 0, ""avg_logprob"": -0.69331986, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 8.234178e-11}]",English,No,No
wida,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1744130921163_18929899_3.mp3,152037295,0,https://drive.google.com/file/d/1r2R6mZZAIyZ8wIwpq6SJ5pZNuJ5D7wlq/view?usp=sharing, .,"[{""word"": ""."", ""start"": 0, ""end"": 1.2}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.1, ""text"": "" ."", ""tokens"": [50365, 2411, 50570], ""temperature"": 0, ""avg_logprob"": -0.7068897, ""compression_ratio"": 0.11111111, ""no_speech_prob"": 2.153554e-10}]",English,No,No
wida,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1736278146983_12585942_3.mp3,99298871,0,https://drive.google.com/file/d/13yu4sieVXpU7_TpGFsTIO3nl4vNn8Ro-/view?usp=sharing, A girl and a dog. A girl and a dog.,"[{""word"": ""A"", ""start"": 0.44, ""end"": 0.66}, {""word"": ""girl"", ""start"": 0.66, ""end"": 1.06}, {""word"": ""and"", ""start"": 1.06, ""end"": 1.44}, {""word"": ""a"", ""start"": 1.44, ""end"": 1.62}, {""word"": ""dog."", ""start"": 1.62, ""end"": 2.2}, {""word"": ""A"", ""start"": 2.62, ""end"": 2.98}, {""word"": ""girl"", ""start"": 2.98, ""end"": 3.34}, {""word"": ""and"", ""start"": 3.34, ""end"": 3.74}, {""word"": ""a"", ""start"": 3.74, ""end"": 3.88}, {""word"": ""dog."", ""start"": 3.88, ""end"": 4.34}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.2, ""text"": "" A girl and a dog."", ""tokens"": [50365, 316, 2013, 293, 257, 3000, 13, 50475], ""temperature"": 0, ""avg_logprob"": -0.45795587, ""compression_ratio"": 1.2068965, ""no_speech_prob"": 3.820057e-11}, {""id"": 1, ""seek"": 0, ""start"": 2.72, ""end"": 4.06, ""text"": "" A girl and a dog."", ""tokens"": [50501, 316, 2013, 293, 257, 3000, 13, 50568], ""temperature"": 0, ""avg_logprob"": -0.45795587, ""compression_ratio"": 1.2068965, ""no_speech_prob"": 3.820057e-11}]",English,Yes,Yes
wida,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1742327368480_21168262_2.mp3,166980190,0,https://drive.google.com/file/d/1ZbfC3sIOklFW5FtyUZjX-McGN9cAzeA0/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0, ""end"": 0.4}, {""word"": ""you."", ""start"": 0.4, ""end"": 0.6}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 0.12, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 50371], ""temperature"": 0, ""avg_logprob"": -0.6788113, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 9.5822426e-11}]",English,No,No
wida,6,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734550582334_12454195_4.mp3,98386677,0,https://drive.google.com/file/d/1zVL31VnrTZwJHJNUXP9mjrVTlU5QMFkR/view?usp=sharing, I see a persons and more persons.,"[{""word"": ""I"", ""start"": 0.48, ""end"": 0.72}, {""word"": ""see"", ""start"": 0.72, ""end"": 1.06}, {""word"": ""a"", ""start"": 1.06, ""end"": 1.52}, {""word"": ""persons"", ""start"": 1.52, ""end"": 2.14}, {""word"": ""and"", ""start"": 2.14, ""end"": 3.14}, {""word"": ""more"", ""start"": 3.14, ""end"": 3.54}, {""word"": ""persons."", ""start"": 3.54, ""end"": 4.9}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.88, ""text"": "" I see a persons and more persons."", ""tokens"": [50365, 286, 536, 257, 14453, 293, 544, 14453, 13, 50609], ""temperature"": 0, ""avg_logprob"": -0.27399984, ""compression_ratio"": 0.94285715, ""no_speech_prob"": 3.5765602e-10}]",Icelandic,Yes,Yes
wida,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1733432050314_10798476_3.mp3,85466529,0,https://drive.google.com/file/d/1R6Bhpilg1NusZ8G6tBZNMFH5rgeMHFFd/view?usp=sharing, A beachhead in the book.,"[{""word"": ""A"", ""start"": 0.42, ""end"": 0.7}, {""word"": ""beachhead"", ""start"": 0.7, ""end"": 1.34}, {""word"": ""in"", ""start"": 1.34, ""end"": 2.1}, {""word"": ""the"", ""start"": 2.1, ""end"": 2.26}, {""word"": ""book."", ""start"": 2.26, ""end"": 2.94}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.32, ""text"": "" A beachhead in the book."", ""tokens"": [50365, 316, 7534, 1934, 294, 264, 1446, 13, 50531], ""temperature"": 0, ""avg_logprob"": -0.38411468, ""compression_ratio"": 0.75, ""no_speech_prob"": 3.3117878e-10}]",English,Yes,No
wida,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734453897945_12248504_4.mp3,96807865,0,https://drive.google.com/file/d/1CCJw9sf97qZsiKhNVtyzbDCIxO7xhnsk/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0.02, ""end"": 0.82}, {""word"": ""you."", ""start"": 0.82, ""end"": 1.1}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.32, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 50431], ""temperature"": 0, ""avg_logprob"": -0.70362693, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 4.232161e-10}]",English,No,No
wida,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1737738443074_15106990_2.mp3,124471357,0,https://drive.google.com/file/d/1EZBJVnANg8Hbr_SH1IKAHSnB9-QRWzl9/view?usp=sharing," Two teens that I see in this picture,","[{""word"": ""Two"", ""start"": 0.56, ""end"": 0.88}, {""word"": ""teens"", ""start"": 0.88, ""end"": 1.5}, {""word"": ""that"", ""start"": 1.5, ""end"": 1.76}, {""word"": ""I"", ""start"": 1.76, ""end"": 1.88}, {""word"": ""see"", ""start"": 1.88, ""end"": 2.14}, {""word"": ""in"", ""start"": 2.14, ""end"": 2.34}, {""word"": ""this"", ""start"": 2.34, ""end"": 2.6}, {""word"": ""picture,"", ""start"": 2.6, ""end"": 3.26}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.04, ""text"": "" Two teens that I see in this picture,"", ""tokens"": [50365, 4453, 24849, 300, 286, 536, 294, 341, 3036, 11, 50567], ""temperature"": 0, ""avg_logprob"": -0.27975294, ""compression_ratio"": 0.8604651, ""no_speech_prob"": 3.0035577e-12}]",English,Yes,No
ca,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1738170708177_15872008_3.mp3,130827283,0,https://drive.google.com/file/d/1TaXAOS94OoPNsrw1AUxJmIbdQFAtxMqk/view?usp=sharing, Cleaning up their toys and vacuuming.,"[{""word"": ""Cleaning"", ""start"": 0.4, ""end"": 0.76}, {""word"": ""up"", ""start"": 0.76, ""end"": 1.12}, {""word"": ""their"", ""start"": 1.12, ""end"": 1.24}, {""word"": ""toys"", ""start"": 1.24, ""end"": 2}, {""word"": ""and"", ""start"": 2, ""end"": 2.82}, {""word"": ""vacuuming."", ""start"": 2.82, ""end"": 3.68}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.76, ""text"": "" Cleaning up their toys and vacuuming."", ""tokens"": [50365, 8834, 8415, 493, 641, 13753, 293, 14224, 278, 13, 50603], ""temperature"": 0, ""avg_logprob"": -0.4412273, ""compression_ratio"": 0.84090906, ""no_speech_prob"": 2.3036432e-12}]",English,Yes,No
ca,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1734734163020_12635425_4.mp3,99638830,0,https://drive.google.com/file/d/1SyYcuFSG5_H2IZUDJ-EoOeEwkkGJzlbU/view?usp=sharing, Listening the music,"[{""word"": ""Listening"", ""start"": 0.82, ""end"": 1.4}, {""word"": ""the"", ""start"": 1.4, ""end"": 1.84}, {""word"": ""music"", ""start"": 1.84, ""end"": 2.38}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.08, ""text"": "" Listening the music"", ""tokens"": [50365, 49321, 264, 1318, 50519], ""temperature"": 0, ""avg_logprob"": -0.108062364, ""compression_ratio"": 0.7037037, ""no_speech_prob"": 4.985657e-10}]",English,Yes,Yes
